ID,Business,Year_Of_Commitment ,Guaranteed_Approved _Loan,Borrower_Name ,Low_Documentation_Loan,Demography,ChargedOff_Amount ,Count_Employees,Classification_Code ,Loan_Approved_Gross,Gross_Amount_Disbursed  ,Loan_Term,Code_Franchise,Name_Of_Bank,Revolving_Credit_Line,Target
7064,Existing,2005,Rs.4064000.0,"MICHAEL E. DEBS, M.D., INC.",No,Urban,Rs.0.0,3,621111,Rs.8128000.0,Rs.8128000.0,126,1,City Union Bank Ltd.,No,0
7065,New,2000,Rs.5852160.0,"MOBIUS SORTING, LLC",Yes,Urban,Rs.0.0,22,0,Rs.7315200.0,Rs.7315200.0,135,1,Kotak Mahindra Bank Ltd,0,0
7066,New,2000,Rs.7406640.0,GOOSEBERRY & ASS/RECOVERY MGT,Yes,Urban,Rs.0.0,2,0,Rs.9875520.0,Rs.9875520.0,360,1,Union Bank of India,0,0
7067,New,2010,Rs.32308800.0,"Sky 5, LLC and KY Development",No,Urban,Rs.0.0,0,722211,Rs.43078400.0,Rs.41452800.0,315,78760,Nainital bank Ltd.,No,0
7068,New,2008,Rs.1032256.0,"La Jolie Maison, L.L.C.",No,Urban,Rs.1625274.8800000001,1,541990,Rs.2064512.0,Rs.2064512.0,80,0,Dhanlaxmi Bank Ltd.,No,1
7069,Existing,2010,Rs.1219200.0,Robert W. Murphy dba Murphy Be,No,Rural,Rs.2433360.64,2,541921,Rs.2438400.0,Rs.3497478.4,54,0,RBL Bank Ltd.,Yes,1
7070,New,1994,Rs.12650012.8,QUALITY 1.25 CLEANERS,No,Undefined,Rs.0.0,1,812320,Rs.14882368.0,Rs.14882368.0,126,1,Sumitomo Mitsui Banking Corporation,No,0
7071,Existing,2007,Rs.13959840.0,PATRICIO MEZA & HUE GIA LU,No,Urban,Rs.14543999.36,11,722110,Rs.18613120.0,Rs.18613120.0,159,1,BNP Paribas,0,1
7072,Existing,2007,Rs.105009696.0,LEBAKKEN'S INC OF WISCONSIN,No,Urban,Rs.0.0,50,442110,Rs.140012928.0,Rs.140012928.0,144,1,IDBI Bank Limited,0,0
7073,New,2009,Rs.4064000.0,Andrea Thornton/Mountain Falls,No,Urban,Rs.0.0,6,621111,Rs.8128000.0,Rs.13208000.0,22,0,South Indian Bank Ltd.,T,0
7074,Existing,1993,Rs.27980640.0,"ADAMS FURNITURE & RENTALS, INC",No,Undefined,Rs.0.0,5,0,Rs.32918400.0,Rs.32918400.0,270,1,Tamilnad Mercantile Bank Ltd.,No,0
7075,Existing,1998,Rs.21336000.0,DIABLO VALLEY CHEVRON,No,Undefined,Rs.0.0,5,0,Rs.28448000.0,Rs.28448000.0,180,16310,ICICI Bank Ltd.,No,0
7076,Existing,2006,Rs.2032000.0,ELLIOT CONSULTING,No,Urban,Rs.4064000.0,1,512110,Rs.4064000.0,Rs.4064000.0,2,1,Bank of Baroda,Yes,1
7077,New,2001,Rs.5852160.0,"MAXIMUM FITNESS AND NUTRITION,",Yes,Urban,Rs.0.0,3,713940,Rs.7315200.0,Rs.7315200.0,204,1,Jharkhand Rajya Gramin Bank,0,0
7078,Existing,2006,Rs.4064000.0,Creative Cabinetry By Desing S,No,Urban,Rs.0.0,5,337110,Rs.8128000.0,Rs.20222301.44,126,0,Dhanlaxmi Bank Ltd.,Yes,0
7079,Existing,1996,Rs.2275840.0,SIERRA LANDSCAPING & MAINT,No,Undefined,Rs.0.0,5,0,Rs.2844800.0,Rs.2844800.0,180,1,Bandhan Bank Ltd.,0,0
7080,Existing,2008,Rs.2032000.0,Heartland Logistics LLC,No,Urban,Rs.3964188.16,20,488510,Rs.4064000.0,Rs.17299472.64,78,0,Dhanlaxmi Bank Ltd.,Yes,1
7081,New,2005,Rs.3048000.0,"RELEVAR, LLC",No,Urban,Rs.0.0,14,561310,Rs.6096000.0,Rs.6096000.0,126,1,City Union Bank Ltd.,Yes,0
7082,Existing,2005,Rs.68580000.0,PETRO USA CORPORATION,No,Rural,Rs.26585306.240000002,9,445120,Rs.91440000.0,Rs.91440000.0,408,1,Capital Small Finance Bank Ltd,0,1
7083,Existing,2001,Rs.11054080.0,$2.95 GUYS (THE),No,Urban,Rs.0.0,14,323113,Rs.11054080.0,Rs.11054080.0,360,1,J.P. Morgan Chase Bank N.A.,No,0
7084,Existing,1980,Rs.14630400.0,HICKORY FARMS,No,Undefined,Rs.9318833.28,18,0,Rs.16256000.0,Rs.16256000.0,126,38200,Bank of Nova Scotia,No,1
7085,Existing,1989,Rs.6096000.0,CREATIVE WOODCRAFTS INC.,No,Undefined,Rs.0.0,27,337211,Rs.8128000.0,Rs.8128000.0,108,0,Jammu & Kashmir Bank Ltd.,No,0
7086,New,2005,Rs.264160.0,TIMOTHY J BAMBRICK,No,Rural,Rs.0.0,2,561730,Rs.528320.0,Rs.528320.0,54,1,YES Bank Ltd.,0,0
7087,Existing,2007,Rs.2235200.0,JIM AQUILA CONST,No,Rural,Rs.4329948.16,1,236115,Rs.4470400.0,Rs.6992112.0,87,1,IDBI Bank Limited,Yes,1
7088,Existing,2007,Rs.8696960.0,"RONALD HOWLAND, D.M.D. P.A.",No,Rural,Rs.0.0,4,621210,Rs.8696960.0,Rs.4470400.0,360,1,ESAF Small Finance Bank Ltd.,0,0
7089,Existing,2011,Rs.203200.0,Tasty Twirl,No,Rural,Rs.0.0,7,722213,Rs.406400.0,Rs.406400.0,90,0,Doha Bank,No,0
7090,New,2002,Rs.13655040.0,"TXMOKO RETAIL, INC",No,Urban,Rs.0.0,4,448210,Rs.18206720.0,Rs.18206720.0,171,1,Bank of Baroda,No,0
7091,New,2005,Rs.8843264.0,SUBWAY,No,Urban,Rs.0.0,7,722211,Rs.10403840.0,Rs.10403840.0,126,78760,Mashreq Bank PSC,No,0
7092,Existing,2007,Rs.14224000.0,T2 LABORATORIES INC,No,Urban,Rs.0.0,18,424690,Rs.28448000.0,Rs.42679152.64,126,0,Airtel Payments Bank Ltd,Yes,0
7093,Existing,2003,Rs.609600.0,STYLELINE TAILOR SHOP,No,Urban,Rs.0.0,1,811490,Rs.1219200.0,Rs.1235456.0,126,1,City Union Bank Ltd.,Yes,0
7094,Existing,1995,Rs.30723840.0,1 HOUR VISION CENTERS INC,No,Undefined,Rs.0.0,13,621320,Rs.36576000.0,Rs.36576000.0,153,1,Dhanlaxmi Bank Ltd.,No,0
7095,Existing,2007,Rs.1016000.0,ANYTIME FITNESS OF LEANDER,No,Urban,Rs.0.0,2,713940,Rs.2032000.0,Rs.2170419.84,126,1,IDBI Bank Limited,Yes,0
7096,Existing,2001,Rs.29667200.0,ALASKA CYCLE CENTER LTD,No,Urban,Rs.0.0,25,441221,Rs.29667200.0,Rs.29667200.0,360,1,Tripura Gramin Bank,No,0
7097,Existing,2006,Rs.4064000.0,KLEAN RITE CLEANERS,No,Urban,Rs.4169989.12,3,812320,Rs.8128000.0,Rs.8128000.0,24,1,Federal Bank Ltd.,0,1
7098,New,2006,Rs.9103360.0,CRAYON COLLEGE TOO INC,No,Rural,Rs.0.0,1,624410,Rs.9103360.0,Rs.9103360.0,360,1,Madhya Pradesh Gramin Bank,0,0
7099,New,1997,Rs.27432000.0,MALLZEE'S,No,Undefined,Rs.0.0,1,0,Rs.36576000.0,Rs.28448000.0,180,78450,Nainital bank Ltd.,0,0
7100,New,2002,Rs.812800.0,MR HANDYMAN SEATTLE EASTSIDE,No,Urban,Rs.0.0,20,561499,Rs.1625600.0,Rs.3088640.0,126,1,ICICI Bank Ltd.,Yes,0
7101,Existing,1996,Rs.22731984.0,"HORNE, BART N.",No,Undefined,Rs.0.0,16,0,Rs.30309312.0,Rs.30309312.0,450,39555,Societe Generale,No,0
7102,New,1996,Rs.2275840.0,"IMAGE VIDEO, INC.",Yes,Undefined,Rs.0.0,2,532230,Rs.2844800.0,Rs.2844800.0,126,1,IDBI Bank Limited,No,0
7103,New,2010,Rs.121920000.0,"Cafe Investments, LLC / Blue S",No,Urban,Rs.0.0,0,722211,Rs.162560000.0,Rs.138354816.0,450,21425,Karur Vysya Bank Ltd.,No,0
7104,Existing,2007,Rs.2032000.0,Dr. Hanna Institute,No,Urban,Rs.4063756.16,1,446191,Rs.4064000.0,Rs.10096764.16,78,0,Karur Vysya Bank Ltd.,Yes,1
7105,New,1997,Rs.2145792.0,"MTECNET, INC.",Yes,Undefined,Rs.0.0,10,0,Rs.2682240.0,Rs.2682240.0,18,1,Coastal Local Area Bank Ltd,No,0
7106,Existing,1995,Rs.17272000.0,HAVEN REHABILITATION CENTER,No,Undefined,Rs.0.0,22,0,Rs.20320000.0,Rs.20320000.0,162,1,Krishna Bhima Samruddhi LAB Ltd,No,0
7107,Existing,1995,Rs.4267200.0,CONTINENTAL LANDSCAPING AND MA,No,Undefined,Rs.0.0,77,561730,Rs.6096000.0,Rs.6096000.0,72,1,Assam Gramin Vikash Bank,0,0
7108,Existing,1999,Rs.19812000.0,AMISH SHOWCASE,No,Undefined,Rs.0.0,16,442110,Rs.26416000.0,Rs.26416000.0,126,1,Cooperatieve Rabobank U.A.,No,0
7109,New,1998,Rs.2470912.0,MERLE NORMAN COSMETICS,Yes,Undefined,Rs.0.0,1,0,Rs.3088640.0,Rs.3088640.0,90,1,NatWest Markets plc,No,0
7110,Existing,2010,Rs.406400.0,DRY CREEK PLUMBING,No,Urban,Rs.0.0,1,238220,Rs.812800.0,Rs.980399.36,126,0,Karur Vysya Bank Ltd.,Yes,0
7111,Existing,2010,Rs.2011680.0,"Kenneth Shields, C.P.A., P.C.",No,Rural,Rs.0.0,4,541211,Rs.4023360.0,Rs.4023360.0,90,0,NSDL Payments Bank Limited,No,0
7112,Existing,2003,Rs.345440.0,JANI KING,No,Undefined,Rs.350967.04,6,561720,Rs.406400.0,Rs.406400.0,96,1,Tamilnad Mercantile Bank Ltd.,0,1
7113,Existing,2005,Rs.36576000.0,ASIAN PACIFIC INTERNATIONAL IN,No,Urban,Rs.0.0,2,423310,Rs.40640000.0,Rs.40640000.0,18,1,Nainital bank Ltd.,0,0
7114,New,2006,Rs.11277600.0,QUIZNOS,No,Rural,Rs.11017829.120000001,11,722211,Rs.15036800.0,Rs.15036800.0,135,0,HSBC Ltd #,No,1
7115,New,1994,Rs.17922240.0,"MYCOR, INC.",No,Undefined,Rs.0.0,7,532230,Rs.25603200.0,Rs.25603200.0,189,1,CSB Bank Limited,No,0
7116,New,2006,Rs.406400.0,Captain Cream,No,Urban,Rs.811824.64,1,722213,Rs.812800.0,Rs.1558544.0,111,0,Baroda Gujarat Gramin Bank,Yes,1
7117,New,2007,Rs.3149600.0,"DNA PROPERTIES, LLC",No,Urban,Rs.0.0,0,531120,Rs.6299200.0,Rs.4145280.0,18,0,Subhadra Local Bank Ltd,No,0
7118,Existing,1995,Rs.14163040.0,"MINNEAPOLIS AUTO PARTS, INC.",No,Undefined,Rs.12332776.96,3,0,Rs.16662400.0,Rs.16662400.0,60,1,Au Small Finance Bank Ltd.,No,1
7119,New,2006,Rs.7254240.0,ELITE FEET INC,No,Urban,Rs.0.0,2,448210,Rs.8534400.0,Rs.7297318.4,126,1,National Australia Bank,0,0
7120,Existing,2010,Rs.2032000.0,DR. MICHAEL F. AVALLONE ASSOCI,No,Urban,Rs.0.0,14,621111,Rs.4064000.0,Rs.4064000.0,126,0,"CTBC Bank Co., Ltd.",Yes,0
7121,New,1995,Rs.20726400.0,"HIGHLANDER ARCHERY PRODUCTS, I",No,Undefined,Rs.3236488.32,9,421910,Rs.24384000.0,Rs.24384000.0,12,1,Capital Small Finance Bank Ltd,No,1
7122,Existing,1990,Rs.4145280.0,MESILLA VALLEY REHAB PA,No,Undefined,Rs.0.0,4,0,Rs.4876800.0,Rs.4876800.0,360,1,IDBI Bank Limited,No,0
7123,Existing,2008,Rs.3454400.0,"Art Room, Inc.",No,Urban,Rs.3383198.72,4,323113,Rs.4064000.0,Rs.4064000.0,122,0,Nainital bank Ltd.,No,1
7124,Existing,1994,Rs.20482560.0,"RED ARROW MFG. CO., INC.",No,Undefined,Rs.0.0,10,0,Rs.24384000.0,Rs.21699890.56,126,1,Fincare Small Finance Bank Ltd.,No,0
7125,Existing,2007,Rs.894080.0,Dale L Talbott Towing,No,Urban,Rs.0.0,1,488410,Rs.1788160.0,Rs.3696208.0,126,0,ICICI Bank Ltd.,Yes,0
7126,Existing,2001,Rs.44580048.0,ROMAN WARD JEWELRY INSTITUTE I,No,Urban,Rs.0.0,24,611519,Rs.59440064.0,Rs.59440064.0,450,1,IDBI Bank Limited,0,0
7127,New,1996,Rs.38100000.0,VICTORIAN WEDDING CHAPEL,No,Undefined,Rs.0.0,7,0,Rs.50800000.0,Rs.50800000.0,369,1,Doha Bank,0,0
7128,Existing,1996,Rs.6502400.0,STEVENS PRODUCE,Yes,Undefined,Rs.0.0,6,445230,Rs.8128000.0,Rs.8128000.0,360,1,Karnataka Bank Ltd.,No,0
7129,Existing,2004,Rs.10058400.0,BUTCH'S BUILDOZING INC,No,Urban,Rs.0.0,3,238910,Rs.13411200.0,Rs.13411200.0,180,1,Baroda Gujarat Gramin Bank,0,0
7130,Existing,2011,Rs.6766560.0,CAH LLC,S,Urban,Rs.9022080.0,11,722211,Rs.9022080.0,Rs.9022080.0,94,0,Credit Suisse A.G,No,1
7131,Existing,1997,Rs.13898880.0,"ROBERTS RANCH SUPPLY, INC.",No,Rural,Rs.0.0,2,0,Rs.18531840.0,Rs.18531840.0,270,1,India Post Payments Bank Ltd,No,0
7132,Existing,2000,Rs.29870400.0,OB ONE INC,No,Urban,Rs.7916021.76,15,0,Rs.39827200.0,Rs.39827200.0,63,1,IndusInd Bank Ltd,0,1
7133,Existing,2005,Rs.2032000.0,"CARRARA'S AUTO CLINIC, INC.",No,Urban,Rs.0.0,2,811111,Rs.4064000.0,Rs.4064000.0,90,1,City Union Bank Ltd.,No,0
7134,Existing,2010,Rs.812800.0,KENNETH L NEILSON,No,Rural,Rs.0.0,3,238910,Rs.1625600.0,Rs.1625600.0,72,0,Vidharbha Konkan Gramin Bank,Yes,0
7135,Existing,1995,Rs.1463040.0,TIMS CAR TUNES,Yes,Undefined,Rs.0.0,4,811118,Rs.1625600.0,Rs.1625600.0,90,1,ICICI Bank Ltd.,No,0
7136,Existing,2005,Rs.18288000.0,INDIGO JOE'S SPORT PUB & REST,No,Urban,Rs.12723815.040000001,14,722110,Rs.24384000.0,Rs.24384000.0,141,40704,Equitas Small Finance Bank Ltd,No,1
7137,Existing,2004,Rs.4064000.0,ZORTEK SYSTEMS,No,Urban,Rs.0.0,9,561621,Rs.8128000.0,Rs.16256000.0,126,1,ICICI Bank Ltd.,Yes,0
7138,Existing,1999,Rs.42997120.0,VISTA PACKAGING CORPORATION,No,Undefined,Rs.0.0,54,322222,Rs.42997120.0,Rs.42997120.0,360,1,Woori Bank,No,0
7139,Existing,2007,Rs.4064000.0,PAN PAC INTERNATIONAL CORPORAT,No,Urban,Rs.4751710.08,5,423990,Rs.8128000.0,Rs.8128000.0,57,0,Subhadra Local Bank Ltd,No,1
7140,New,2000,Rs.6502400.0,COTTMAN TRANSMISSIONS,Yes,Urban,Rs.0.0,3,811111,Rs.8128000.0,Rs.8128000.0,180,20550,Paytm Payments Bank Ltd,0,0
7141,Existing,1999,Rs.6502400.0,BILLES/MANNING ARCHITECTS,Yes,Undefined,Rs.0.0,25,541330,Rs.8128000.0,Rs.8128000.0,174,1,Uttarakhand Gramin Bank,0,0
7142,Existing,2003,Rs.203200.0,L MARTHA ANN THOMAS MD,No,Urban,Rs.0.0,4,621111,Rs.406400.0,Rs.2649809.2800000003,126,1,City Union Bank Ltd.,Yes,0
7143,Existing,2005,Rs.15240000.0,BOWMAN MARKET,No,Rural,Rs.0.0,2,445310,Rs.20320000.0,Rs.20320000.0,180,1,ESAF Small Finance Bank Ltd.,0,0
7144,Existing,2001,Rs.23164800.0,ARC-EN-CIEL RESTAURANT,No,Urban,Rs.16508862.08,14,722110,Rs.30886400.0,Rs.30886400.0,42,1,FirstRand Bank Ltd.,0,1
7145,Existing,2002,Rs.4064000.0,VOS SELECTIONS INC,No,Urban,Rs.0.0,10,422820,Rs.8128000.0,Rs.8128000.0,128,1,IDBI Bank Limited,Yes,0
7146,Existing,2004,Rs.1117600.0,West Coast Cheer Company,No,Rural,Rs.2150831.36,7,611620,Rs.2235200.0,Rs.2235200.0,63,1,ICICI Bank Ltd.,T,1
7147,New,1996,Rs.6502400.0,PIZZA PIPELINE (THE),Yes,Undefined,Rs.0.0,15,0,Rs.8128000.0,Rs.8128000.0,180,64977,IDBI Bank Limited,No,0
7148,Existing,1992,Rs.46496224.0,C.J.P. INSURANCE AGENCY,No,Undefined,Rs.11050666.24,5,0,Rs.54701440.0,Rs.54701440.0,417,1,Baroda Gujarat Gramin Bank,No,1
7149,Existing,2003,Rs.406400.0,UNITED CARRIERS CORPORATION,No,Urban,Rs.812800.0,4,484230,Rs.812800.0,Rs.812800.0,112,1,ICICI Bank Ltd.,Yes,1
7150,New,2004,Rs.2072640.0,"A WORLD AWAY SALON, LLC",Yes,Urban,Rs.0.0,6,812112,Rs.2438400.0,Rs.2438400.0,212,1,Suryoday Small Finance Bank Ltd.,0,0
7151,New,2008,Rs.1016000.0,"Seven Summits Sports, Inc.",No,Urban,Rs.0.0,2,541990,Rs.2032000.0,Rs.4879888.64,126,0,Dhanlaxmi Bank Ltd.,Yes,0
7152,New,2000,Rs.1463040.0,BABY'S GARDEN INC,No,Urban,Rs.957153.28,2,0,Rs.2926080.0,Rs.2926080.0,20,1,CSB Bank Limited,0,1
7153,Existing,1994,Rs.15142464.0,"NLH, INC.",No,Undefined,Rs.0.0,13,321992,Rs.18694400.0,Rs.18694400.0,27,1,Ujjivan Small Finance Bank Ltd.,No,0
7154,Existing,2002,Rs.203200.0,COASTAL INDUSTRIAL SERVICES IN,No,Urban,Rs.405099.52,4,812990,Rs.406400.0,Rs.405099.52,68,1,ICICI Bank Ltd.,No,1
7155,New,1993,Rs.4389120.0,"JIMARAMA GO-CART, INC.",No,Undefined,Rs.0.0,5,0,Rs.4876800.0,Rs.4876800.0,189,1,Ujjivan Small Finance Bank Ltd.,No,0
7156,Existing,2005,Rs.4064000.0,COMFORT AUTO INC,No,Urban,Rs.7711440.0,6,441110,Rs.8128000.0,Rs.9265920.0,60,1,Saptagiri Grameena Bank,Yes,1
7157,Existing,2011,Rs.2032000.0,Pets in Paradise,No,Urban,Rs.0.0,7,812910,Rs.4064000.0,Rs.7684780.16,126,0,Bandhan Bank Ltd.,Yes,0
7158,Existing,2000,Rs.47853600.0,"BATOUL PETRO, INC.",No,Urban,Rs.41516360.96,1,0,Rs.63804800.0,Rs.63804800.0,340,1,Shinhan Bank,0,1
7159,Existing,2007,Rs.8128000.0,"EZ Datalinx, Inc.",No,Urban,Rs.0.0,2,561990,Rs.16256000.0,Rs.39420800.0,126,0,ICICI Bank Ltd.,Yes,0
7160,Existing,1990,Rs.14163040.0,RUBEN'S TIRE & ALIGNMENT,No,Undefined,Rs.1239032.32,4,811118,Rs.16662400.0,Rs.16662400.0,270,1,Bandhan Bank Ltd.,No,0
7161,New,2004,Rs.4145280.0,"ELITE BOARD SHOP, LLC",Yes,Urban,Rs.0.0,4,451110,Rs.4876800.0,Rs.4876800.0,90,1,AB Bank Ltd.,0,0
7162,Existing,2012,Rs.3048000.0,COMPASS ELECTRICAL SOLULTIONS,No,Urban,Rs.0.0,12,238210,Rs.6096000.0,Rs.6096000.0,126,0,Qatar National Bank SAQ,Yes,0
7163,New,1994,Rs.22314611.2,AUSTIN'S POULTRY FARM,No,Undefined,Rs.0.0,2,112320,Rs.30154880.0,Rs.30154880.0,180,1,Odisha Gramya Bank,No,0
7164,Existing,2002,Rs.7544409.600000001,DE WILDT FAMILY TRUST  FREIDMA,No,Urban,Rs.0.0,103,621112,Rs.8875776.0,Rs.8875776.0,450,1,Bandhan Bank Ltd.,0,0
7165,Existing,2004,Rs.60960000.0,ALPHI MANUFACTURING INC AND AL,No,Urban,Rs.0.0,72,336322,Rs.81280000.0,Rs.81280000.0,126,1,ICICI Bank Ltd.,0,0
7166,Existing,1994,Rs.42265600.0,HT ENTERPRISES INC,No,Undefined,Rs.0.0,15,339920,Rs.52832000.0,Rs.52832000.0,18,1,Unity Small Finance Bank Ltd,No,0
7167,Existing,1997,Rs.4551680.0,MR. GOODCENTS,Yes,Undefined,Rs.0.0,14,0,Rs.5689600.0,Rs.5689600.0,90,54100,Baroda Gujarat Gramin Bank,No,0
7168,Existing,1987,Rs.5852160.0,"THE ANDREWS COMPANY, INC.",No,Undefined,Rs.0.0,9,332212,Rs.5852160.0,Rs.5852160.0,360,0,Puduvai Bharathiar Grama Bank,No,0
7169,New,2006,Rs.2032000.0,"LACHANCE BUSINESS ENTERPRISES,",No,Urban,Rs.4064000.0,4,561310,Rs.4064000.0,Rs.8087360.0,74,0,ICICI Bank Ltd.,Yes,1
7170,Existing,2000,Rs.10972800.0,INTERIOR CRAFT,No,Urban,Rs.0.0,2,811420,Rs.14630400.0,Rs.14630400.0,450,1,ESAF Small Finance Bank Ltd.,0,0
7171,Existing,2005,Rs.12192000.0,"Trusted Technologies, LLC",No,Urban,Rs.0.0,13,541690,Rs.24384000.0,Rs.92286043.52,216,1,Fincare Small Finance Bank Ltd.,T,0
7172,Existing,1996,Rs.2926080.0,"BUCKETS OF EMPORIA, INC.",Yes,Undefined,Rs.0.0,9,722410,Rs.3657600.0,Rs.3657600.0,90,1,ICICI Bank Ltd.,No,0
7173,Existing,2004,Rs.2032000.0,RYAN SPECILATY VALVE PRODUCTS,No,Urban,Rs.0.0,3,541330,Rs.4064000.0,Rs.4129024.0,126,1,Au Small Finance Bank Ltd.,Yes,0
7174,Existing,2008,Rs.2032000.0,JESSE KEENAN A PROFESSIONAL CO,No,Urban,Rs.4030268.8000000003,1,525990,Rs.4064000.0,Rs.10885180.16,92,0,Karur Vysya Bank Ltd.,Yes,1
7175,Existing,1997,Rs.13228320.0,DARI VI,No,Undefined,Rs.0.0,12,0,Rs.17637760.0,Rs.17637760.0,396,1,Bandhan Bank Ltd.,No,0
7176,Existing,1999,Rs.23000208.0,SAYEED NURUL IQBAL M.D. P.C.,No,Undefined,Rs.0.0,5,0,Rs.30666944.0,Rs.30666944.0,270,1,ICICI Bank Ltd.,0,0
7177,New,2009,Rs.5486400.0,Mac 5 Bikes Inc.,No,Urban,Rs.0.0,2,453998,Rs.6096000.0,Rs.6096000.0,90,0,Fincare Small Finance Bank Ltd.,No,0
7178,Existing,2002,Rs.1625600.0,INTEGRITY SERVICES INC AN OREG,No,Urban,Rs.0.0,4,492110,Rs.3251200.0,Rs.3011586.56,126,1,ICICI Bank Ltd.,Yes,0
7179,New,2005,Rs.2032000.0,CSPM CORP. DBA KELLY CLEANERS,No,Urban,Rs.3814795.52,3,812320,Rs.4064000.0,Rs.3814795.52,80,1,City Union Bank Ltd.,No,1
7180,Existing,1994,Rs.8534400.0,KIYOSHI E. YASUKI INTERNATIONA,No,Undefined,Rs.0.0,6,0,Rs.12192000.0,Rs.12192000.0,262,1,Saurashtra Gramin Bank,No,0
7181,Existing,2007,Rs.4064000.0,ROBERT EDWIN LOWRY DBA LOWRY C,No,Urban,Rs.6600586.24,1,236115,Rs.8128000.0,Rs.8128000.0,84,0,Subhadra Local Bank Ltd,No,1
7182,New,2003,Rs.15849600.0,D & J EZ MINI MART,No,Urban,Rs.0.0,3,445120,Rs.21132800.0,Rs.21132800.0,180,1,Rajasthan Marudhara Gramin Bank,0,0
7183,New,2006,Rs.3454400.0,"Produce Kingdom, Inc.",No,Urban,Rs.0.0,3,424480,Rs.4064000.0,Rs.4064000.0,126,0,Shinhan Bank,No,0
7184,Existing,2005,Rs.43647360.0,NIPPON SUSPENSION PARTS INC,No,Urban,Rs.0.0,4,441310,Rs.43647360.0,Rs.43647360.0,360,1,Aryavart Bank,0,0
7185,Existing,1995,Rs.28163520.0,CAPITAL SUPPLY CO,0,Undefined,Rs.0.0,22,0,Rs.40233600.0,Rs.40233600.0,266,1,IDBI Bank Limited,No,0
7186,Existing,1996,Rs.9332976.0,UNIVERSAL AUTO PARTS CORP.,No,Undefined,Rs.0.0,7,0,Rs.12443968.0,Rs.12443968.0,180,1,Utkal Grameen Bank,No,0
7187,New,2005,Rs.8442553.6,POSTNET,No,Urban,Rs.0.0,2,561439,Rs.9932416.0,Rs.9932416.0,180,66320,IDBI Bank Limited,0,0
7188,New,2000,Rs.43793664.0,"BREEDLOVE NISSAN, INC.",No,Rural,Rs.55156608.0,11,441110,Rs.58391552.0,Rs.58391552.0,222,1,Utkarsh Small Finance Bank Ltd.,No,1
7189,Existing,1992,Rs.4145280.0,"METZGER'S ELECTRONICS SALES,I",No,Undefined,Rs.0.0,4,443111,Rs.4876800.0,Rs.4876800.0,126,1,IDBI Bank Limited,No,0
7190,Existing,1991,Rs.3725875.2,AVELLINO'S BAKERY,No,Undefined,Rs.0.0,16,0,Rs.4657344.0,Rs.4657344.0,186,1,City Union Bank Ltd.,No,0
7191,New,2007,Rs.44500800.0,"Albert Plumbing, Heating, and",No,Urban,Rs.59145424.0,29,238220,Rs.59334400.0,Rs.59334400.0,156,0,Barclays Bank Plc.,No,1
7192,Existing,2006,Rs.12192000.0,"BRANDED FOOD SYSTEMS, LLC",No,Urban,Rs.10626628.48,3,445299,Rs.24384000.0,Rs.24384000.0,20,39242,North East Small finance Bank Ltd,0,1
7193,New,2006,Rs.1016000.0,King Components East LTD,No,Urban,Rs.0.0,1,423430,Rs.2032000.0,Rs.2032000.0,126,0,Dhanlaxmi Bank Ltd.,Yes,0
7194,Existing,2010,Rs.203200.0,"Alexia Lighting Design, LLC",No,Urban,Rs.0.0,2,238210,Rs.406400.0,Rs.568960.0,54,0,Woori Bank,Yes,0
7195,Existing,2007,Rs.35438080.0,STEAK N SHAKE,No,Urban,Rs.0.0,1,722110,Rs.35438080.0,Rs.32593280.0,360,77885,Jana Small Finance Bank Ltd,0,0
7196,Existing,1995,Rs.18206720.0,"FERREIRA TRUCKING CO., INC.",No,Undefined,Rs.0.0,7,0,Rs.26009600.0,Rs.26009600.0,450,1,NSDL Payments Bank Limited,0,0
7197,New,2008,Rs.2032000.0,"FIRST SERVICE TITLE, LLC",No,Rural,Rs.4064000.0,2,541191,Rs.4064000.0,Rs.10108387.2,99,0,Industrial & Commercial Bank of China Ltd. #,Yes,1
7198,Existing,2004,Rs.9672320.0,BASKIN 31 ROBBINS NO 2,No,Urban,Rs.5788842.88,5,445299,Rs.11379200.0,Rs.11379200.0,92,9050,Tamilnad Mercantile Bank Ltd.,0,1
7199,Existing,2002,Rs.7780690.5600000005,COUSINS SUBS,Yes,Urban,Rs.0.0,10,722110,Rs.9153753.6,Rs.9153753.6,126,20750,Export-Import Bank of India,0,0
7200,New,2001,Rs.60959268.480000004,DRY CLEAN SUPER CENTER OF WEAT,No,Urban,Rs.0.0,8,812320,Rs.88270080.0,Rs.88270080.0,423,1,Shinhan Bank,0,0
7201,Existing,1995,Rs.2194560.0,D & E DISCOUNT TOBACCO,Yes,Undefined,Rs.0.0,4,485510,Rs.2438400.0,Rs.2438400.0,72,1,Cooperatieve Rabobank U.A.,No,0
7202,New,2003,Rs.2072640.0,RED RACER AUTO FINISHERS INC,No,Undefined,Rs.0.0,5,811121,Rs.2438400.0,Rs.2438400.0,18,1,ICICI Bank Ltd.,0,0
7203,Existing,1996,Rs.975360.0,A-FRAME HOOF & PET SUPPLY,Yes,Undefined,Rs.0.0,3,0,Rs.1219200.0,Rs.1219200.0,54,1,Shivalik Small Finance Bank Ltd,No,0
7204,Existing,2006,Rs.2438400.0,"CANTONIAN PHARMACY, INC.",No,Urban,Rs.4578096.0,4,446110,Rs.4876800.0,Rs.4578096.0,94,0,City Union Bank Ltd.,No,1
